;PROVINSI;KABUPATEN;KECAMATAN;KELURAHAN;GENTING;BULAN
579;SULAWESI BARAT;MAMUJU;KALUKKU;PAMMULUKANG;6;SEPTEMBER
580;SULAWESI BARAT;MAMUJU;KALUMPANG;KALUMPANG;0;SEPTEMBER
581;SULAWESI BARAT;MAMUJU;KALUMPANG;KARATAUN;0;SEPTEMBER
582;SULAWESI BARAT;MAMUJU;KALUMPANG;KARAMA;0;SEPTEMBER
583;SULAWESI BARAT;MAMUJU;KALUMPANG;SIRAUN;0;SEPTEMBER
584;SULAWESI BARAT;MAMUJU;KALUMPANG;TUMOGA;9;SEPTEMBER
585;SULAWESI BARAT;MAMUJU;KALUMPANG;SALUMAKKI;0;SEPTEMBER
586;SULAWESI BARAT;MAMUJU;KALUMPANG;POLIO;0;SEPTEMBER
587;SULAWESI BARAT;MAMUJU;KALUMPANG;LIMBONG;0;SEPTEMBER
588;SULAWESI BARAT;MAMUJU;KALUMPANG;SANDAPANG;0;SEPTEMBER
589;SULAWESI BARAT;MAMUJU;KALUMPANG;KONDO BULO;0;SEPTEMBER
590;SULAWESI BARAT;MAMUJU;KALUMPANG;MAKKALIKI;0;SEPTEMBER
591;SULAWESI BARAT;MAMUJU;KALUMPANG;BATU MAKKADA;0;SEPTEMBER
592;SULAWESI BARAT;MAMUJU;KALUMPANG;LASA';0;SEPTEMBER
593;SULAWESI BARAT;MAMUJU;PAPALANG;TOABO;0;SEPTEMBER
594;SULAWESI BARAT;MAMUJU;PAPALANG;PAPALANG;37;SEPTEMBER
595;SULAWESI BARAT;MAMUJU;PAPALANG;BONDA;0;SEPTEMBER
596;SULAWESI BARAT;MAMUJU;PAPALANG;TOPORE;22;SEPTEMBER
597;SULAWESI BARAT;MAMUJU;PAPALANG;SALUKAYU;9;SEPTEMBER
598;SULAWESI BARAT;MAMUJU;PAPALANG;SUKADAMAI;3;SEPTEMBER
599;SULAWESI BARAT;MAMUJU;PAPALANG;BODA-BODA;11;SEPTEMBER
600;SULAWESI BARAT;MAMUJU;PAPALANG;SISANGO;8;SEPTEMBER
601;SULAWESI BARAT;MAMUJU;PAPALANG;BATU AMPA;12;SEPTEMBER
602;SULAWESI BARAT;MAMUJU;SAMPAGA;BUNDE;3;SEPTEMBER
603;SULAWESI BARAT;MAMUJU;SAMPAGA;KALONDING;2;SEPTEMBER
604;SULAWESI BARAT;MAMUJU;SAMPAGA;TARAILU;0;SEPTEMBER
605;SULAWESI BARAT;MAMUJU;SAMPAGA;SAMPAGA;17;SEPTEMBER
606;SULAWESI BARAT;MAMUJU;SAMPAGA;TANAMBUAH;3;SEPTEMBER
607;SULAWESI BARAT;MAMUJU;SAMPAGA;SALUBARANA;2;SEPTEMBER
608;SULAWESI BARAT;MAMUJU;SAMPAGA;LOSSO;0;SEPTEMBER
609;SULAWESI BARAT;MAMUJU;TOMMO;TOMMO;0;SEPTEMBER
610;SULAWESI BARAT;MAMUJU;TOMMO;CAMPALOGA;16;SEPTEMBER
611;SULAWESI BARAT;MAMUJU;TOMMO;BUANA SAKTI;11;SEPTEMBER
612;SULAWESI BARAT;MAMUJU;TOMMO;TAMEMONGGA;0;SEPTEMBER
613;SULAWESI BARAT;MAMUJU;TOMMO;TAMEJARRA;2;SEPTEMBER
614;SULAWESI BARAT;MAMUJU;TOMMO;RANTEMARIO;12;SEPTEMBER
615;SULAWESI BARAT;MAMUJU;TOMMO;MALINO;7;SEPTEMBER
616;SULAWESI BARAT;MAMUJU;TOMMO;KAKULLASANG;15;SEPTEMBER
617;SULAWESI BARAT;MAMUJU;TOMMO;LELING;8;SEPTEMBER
618;SULAWESI BARAT;MAMUJU;TOMMO;KALEPU;4;SEPTEMBER
619;SULAWESI BARAT;MAMUJU;TOMMO;SANDANA;0;SEPTEMBER
620;SULAWESI BARAT;MAMUJU;TOMMO;LELING BARAT;10;SEPTEMBER
621;SULAWESI BARAT;MAMUJU;TOMMO;LELING UTARA;0;SEPTEMBER
622;SULAWESI BARAT;MAMUJU;TOMMO;SALUDENGEN;12;SEPTEMBER
623;SULAWESI BARAT;MAMUJU;SIMBORO;SIMBORO;150;SEPTEMBER
624;SULAWESI BARAT;MAMUJU;SIMBORO;RANGAS;26;SEPTEMBER
625;SULAWESI BARAT;MAMUJU;SIMBORO;BOTTENG;34;SEPTEMBER
626;SULAWESI BARAT;MAMUJU;SIMBORO;SALETTO;20;SEPTEMBER
627;SULAWESI BARAT;MAMUJU;SIMBORO;SUMARE;0;SEPTEMBER
628;SULAWESI BARAT;MAMUJU;SIMBORO;BOTTENG UTARA;70;SEPTEMBER
629;SULAWESI BARAT;MAMUJU;SIMBORO;TAPANDULLU;0;SEPTEMBER
630;SULAWESI BARAT;MAMUJU;SIMBORO;PATI'DI;7;SEPTEMBER
631;SULAWESI BARAT;MAMUJU;TAPALANG BARAT;DUNGKAIT;0;SEPTEMBER
632;SULAWESI BARAT;MAMUJU;TAPALANG BARAT;LEBANI;0;SEPTEMBER
633;SULAWESI BARAT;MAMUJU;TAPALANG BARAT;LABUANG RANO;0;SEPTEMBER
634;SULAWESI BARAT;MAMUJU;TAPALANG BARAT;PASABU;0;SEPTEMBER
635;SULAWESI BARAT;MAMUJU;TAPALANG BARAT;TANETE PAO;0;SEPTEMBER
636;SULAWESI BARAT;MAMUJU;TAPALANG BARAT;PANGASAAN;11;SEPTEMBER
637;SULAWESI BARAT;MAMUJU;TAPALANG BARAT;AHU;0;SEPTEMBER
638;SULAWESI BARAT;MAMUJU;BONEHAU;BONEHAU;0;SEPTEMBER
639;SULAWESI BARAT;MAMUJU;BONEHAU;SALUTIWO;9;SEPTEMBER
640;SULAWESI BARAT;MAMUJU;BONEHAU;BUTTUADA;2;SEPTEMBER
641;SULAWESI BARAT;MAMUJU;BONEHAU;TAMALEA;0;SEPTEMBER
642;SULAWESI BARAT;MAMUJU;BONEHAU;LUMIKA;2;SEPTEMBER
643;SULAWESI BARAT;MAMUJU;BONEHAU;MAPPU;3;SEPTEMBER
644;SULAWESI BARAT;MAMUJU;BONEHAU;BANUADA;3;SEPTEMBER
645;SULAWESI BARAT;MAMUJU;BONEHAU;HINUA;3;SEPTEMBER
646;SULAWESI BARAT;MAMUJU;BONEHAU;KINATANG;1;SEPTEMBER
647;SULAWESI BARAT;MAMUJU;KEP. BALA BALAKANG;BALA BALAKANG;0;SEPTEMBER
648;SULAWESI BARAT;MAMUJU;KEP. BALA BALAKANG;BALA-BALAKANG TIMUR;0;SEPTEMBER
1;SULAWESI BARAT;MAMUJU TENGAH;TOBADAK;MAHAHE;18;OKTOBER
2;SULAWESI BARAT;MAMUJU TENGAH;TOBADAK;SALOBAJA;35;OKTOBER
3;SULAWESI BARAT;MAMUJU TENGAH;TOBADAK;TOBADAK;49;OKTOBER
4;SULAWESI BARAT;MAMUJU TENGAH;TOBADAK;PALONGAAN;25;OKTOBER
5;SULAWESI BARAT;MAMUJU TENGAH;TOBADAK;BATU PARIGI;58;OKTOBER
6;SULAWESI BARAT;MAMUJU TENGAH;TOBADAK;BAMBADARU;24;OKTOBER
7;SULAWESI BARAT;MAMUJU TENGAH;TOBADAK;SEJATI;20;OKTOBER
8;SULAWESI BARAT;MAMUJU TENGAH;TOBADAK;SALOADAK;22;OKTOBER
9;SULAWESI BARAT;MAMUJU TENGAH;PANGALE;POLO PANGALE;10;OKTOBER
10;SULAWESI BARAT;MAMUJU TENGAH;PANGALE;PANGALE;21;OKTOBER
11;SULAWESI BARAT;MAMUJU TENGAH;PANGALE;SARTANAMAJU;15;OKTOBER
12;SULAWESI BARAT;MAMUJU TENGAH;PANGALE;POLO LERENG;22;OKTOBER
13;SULAWESI BARAT;MAMUJU TENGAH;PANGALE;KUO;13;OKTOBER
14;SULAWESI BARAT;MAMUJU TENGAH;PANGALE;POLO CAMBA;0;OKTOBER
15;SULAWESI BARAT;MAMUJU TENGAH;PANGALE;LAMBA-LAMBA;16;OKTOBER
16;SULAWESI BARAT;MAMUJU TENGAH;PANGALE;KOMBILING;21;OKTOBER
17;SULAWESI BARAT;MAMUJU TENGAH;PANGALE;LEMO-LEMO;9;OKTOBER
18;SULAWESI BARAT;MAMUJU TENGAH;BUDONG-BUDONG;BABANA;57;OKTOBER
19;SULAWESI BARAT;MAMUJU TENGAH;BUDONG-BUDONG;LUMU;10;OKTOBER
20;SULAWESI BARAT;MAMUJU TENGAH;BUDONG-BUDONG;PONTANAKAYANG;0;OKTOBER
21;SULAWESI BARAT;MAMUJU TENGAH;BUDONG-BUDONG;SALOGATTA;20;OKTOBER
22;SULAWESI BARAT;MAMUJU TENGAH;BUDONG-BUDONG;KIRE;15;OKTOBER
23;SULAWESI BARAT;MAMUJU TENGAH;BUDONG-BUDONG;TINALI;8;OKTOBER
24;SULAWESI BARAT;MAMUJU TENGAH;BUDONG-BUDONG;SALUMANURUNG;9;OKTOBER
25;SULAWESI BARAT;MAMUJU TENGAH;BUDONG-BUDONG;PASAPA;7;OKTOBER
26;SULAWESI BARAT;MAMUJU TENGAH;BUDONG-BUDONG;BOJO;12;OKTOBER
27;SULAWESI BARAT;MAMUJU TENGAH;BUDONG-BUDONG;BARAKKANG;0;OKTOBER
28;SULAWESI BARAT;MAMUJU TENGAH;BUDONG-BUDONG;LEMBAH HADA;8;OKTOBER
29;SULAWESI BARAT;MAMUJU TENGAH;TOPOYO;BUDONG-BUDONG;8;OKTOBER
30;SULAWESI BARAT;MAMUJU TENGAH;TOPOYO;TOPOYO;19;OKTOBER
31;SULAWESI BARAT;MAMUJU TENGAH;TOPOYO;TUMBU;9;OKTOBER
32;SULAWESI BARAT;MAMUJU TENGAH;TOPOYO;KABUBU;5;OKTOBER
33;SULAWESI BARAT;MAMUJU TENGAH;TOPOYO;WAEPUTEH;10;OKTOBER
34;SULAWESI BARAT;MAMUJU TENGAH;TOPOYO;TANGKOU;11;OKTOBER
35;SULAWESI BARAT;MAMUJU TENGAH;TOPOYO;TABOLANG;9;OKTOBER
36;SULAWESI BARAT;MAMUJU TENGAH;TOPOYO;PARAILI;11;OKTOBER
37;SULAWESI BARAT;MAMUJU TENGAH;TOPOYO;SALUPANGKANG;11;OKTOBER
38;SULAWESI BARAT;MAMUJU TENGAH;TOPOYO;SALUPANGKANG IV;7;OKTOBER
39;SULAWESI BARAT;MAMUJU TENGAH;TOPOYO;TAPPILINA;6;OKTOBER
40;SULAWESI BARAT;MAMUJU TENGAH;TOPOYO;BAMBAMANURUNG;10;OKTOBER
41;SULAWESI BARAT;MAMUJU TENGAH;TOPOYO;SALULEKBO;3;OKTOBER
42;SULAWESI BARAT;MAMUJU TENGAH;TOPOYO;PANGALLOANG;20;OKTOBER
43;SULAWESI BARAT;MAMUJU TENGAH;TOPOYO;SINABATTA;9;OKTOBER
44;SULAWESI BARAT;MAMUJU TENGAH;KAROSSA;KAROSSA;34;OKTOBER
45;SULAWESI BARAT;MAMUJU TENGAH;KAROSSA;TASOKKO;29;OKTOBER
46;SULAWESI BARAT;MAMUJU TENGAH;KAROSSA;LARA;9;OKTOBER
47;SULAWESI BARAT;MAMUJU TENGAH;KAROSSA;KADAILA;0;OKTOBER
48;SULAWESI BARAT;MAMUJU TENGAH;KAROSSA;KAYU CALLA;17;OKTOBER
49;SULAWESI BARAT;MAMUJU TENGAH;KAROSSA;LEMBAH HOPO;17;OKTOBER
50;SULAWESI BARAT;MAMUJU TENGAH;KAROSSA;BENGGAULU;27;OKTOBER
51;SULAWESI BARAT;MAMUJU TENGAH;KAROSSA;SUKA MAJU;12;OKTOBER
52;SULAWESI BARAT;MAMUJU TENGAH;KAROSSA;KAMBUNONG;53;OKTOBER
53;SULAWESI BARAT;MAMUJU TENGAH;KAROSSA;SALUBIRO;8;OKTOBER
54;SULAWESI BARAT;MAMUJU TENGAH;KAROSSA;SANJANGO;0;OKTOBER
55;SULAWESI BARAT;PASANGKAYU;BAMBAIRA;TAMPAURE;4;OKTOBER
56;SULAWESI BARAT;PASANGKAYU;BAMBAIRA;BAMBAIRA;38;OKTOBER
57;SULAWESI BARAT;PASANGKAYU;BAMBAIRA;KASOLOANG;3;OKTOBER
58;SULAWESI BARAT;PASANGKAYU;BAMBAIRA;KALUKU NANGKA;41;OKTOBER
59;SULAWESI BARAT;PASANGKAYU;BAMBALAMOTU;RANDOMAYANG;39;OKTOBER
60;SULAWESI BARAT;PASANGKAYU;BAMBALAMOTU;BAMBALAMOTU;19;OKTOBER
61;SULAWESI BARAT;PASANGKAYU;BAMBALAMOTU;POLEWALI;5;OKTOBER
62;SULAWESI BARAT;PASANGKAYU;BAMBALAMOTU;PANGIANG;0;OKTOBER
63;SULAWESI BARAT;PASANGKAYU;BAMBALAMOTU;KALOLA;8;OKTOBER
64;SULAWESI BARAT;PASANGKAYU;BAMBALAMOTU;WULAI;5;OKTOBER
65;SULAWESI BARAT;PASANGKAYU;BARAS;BARAS;0;OKTOBER
66;SULAWESI BARAT;PASANGKAYU;BARAS;BULU PARIGI;0;OKTOBER
67;SULAWESI BARAT;PASANGKAYU;BARAS;BALANTI;9;OKTOBER
68;SULAWESI BARAT;PASANGKAYU;BARAS;MOTU;0;OKTOBER
69;SULAWESI BARAT;PASANGKAYU;BARAS;TOWONI;0;OKTOBER
70;SULAWESI BARAT;PASANGKAYU;BARAS;KASANO;0;OKTOBER
71;SULAWESI BARAT;PASANGKAYU;BULU TABA;SUMBER SARI;0;OKTOBER
72;SULAWESI BARAT;PASANGKAYU;BULU TABA;LELEJAE;0;OKTOBER
73;SULAWESI BARAT;PASANGKAYU;BULU TABA;BUKIT HARAPAN;0;OKTOBER
74;SULAWESI BARAT;PASANGKAYU;BULU TABA;LILIMORI;0;OKTOBER
75;SULAWESI BARAT;PASANGKAYU;BULU TABA;KARAVE;0;OKTOBER
76;SULAWESI BARAT;PASANGKAYU;BULU TABA;KASTABUANA;0;OKTOBER
77;SULAWESI BARAT;PASANGKAYU;BULU TABA;OMPI;0;OKTOBER
78;SULAWESI BARAT;PASANGKAYU;DAPURANG;DAPURANG;0;OKTOBER
79;SULAWESI BARAT;PASANGKAYU;DAPURANG;BENGGAULU;0;OKTOBER
80;SULAWESI BARAT;PASANGKAYU;DAPURANG;TIRTABUANA;0;OKTOBER
81;SULAWESI BARAT;PASANGKAYU;DAPURANG;BULU BONGGU;0;OKTOBER
82;SULAWESI BARAT;PASANGKAYU;DAPURANG;SARASA;0;OKTOBER
83;SULAWESI BARAT;PASANGKAYU;DURIPOKU;TAMMARUNANG;0;OKTOBER
84;SULAWESI BARAT;PASANGKAYU;DURIPOKU;SAPTANAJAYA;7;OKTOBER
85;SULAWESI BARAT;PASANGKAYU;DURIPOKU;TARANGGI;0;OKTOBER
86;SULAWESI BARAT;PASANGKAYU;DURIPOKU;SIPAKAINGA;1;OKTOBER
87;SULAWESI BARAT;PASANGKAYU;LARIANG;KULU;0;OKTOBER
88;SULAWESI BARAT;PASANGKAYU;LARIANG;PARABU;4;OKTOBER
89;SULAWESI BARAT;PASANGKAYU;LARIANG;KENANGAN;0;OKTOBER
90;SULAWESI BARAT;PASANGKAYU;LARIANG;BAJAWALI;0;OKTOBER
91;SULAWESI BARAT;PASANGKAYU;LARIANG;SINGGANI;12;OKTOBER
92;SULAWESI BARAT;PASANGKAYU;LARIANG;BATU MATORU;0;OKTOBER
93;SULAWESI BARAT;PASANGKAYU;LARIANG;BAMBAKORO;10;OKTOBER
94;SULAWESI BARAT;PASANGKAYU;PASANGKAYU;KARYA BERSAMA;9;OKTOBER
95;SULAWESI BARAT;PASANGKAYU;PASANGKAYU;AKO;0;OKTOBER
96;SULAWESI BARAT;PASANGKAYU;PASANGKAYU;PASANGKAYU;0;OKTOBER
97;SULAWESI BARAT;PASANGKAYU;PASANGKAYU;MARTAJAYA;0;OKTOBER
98;SULAWESI BARAT;PASANGKAYU;PASANGKAYU;PAKAVA;2;OKTOBER
99;SULAWESI BARAT;PASANGKAYU;PASANGKAYU;GUNUNG SARI;0;OKTOBER
100;SULAWESI BARAT;PASANGKAYU;PEDONGGA;MALEI;3;OKTOBER
101;SULAWESI BARAT;PASANGKAYU;PEDONGGA;PEDANDA;4;OKTOBER
102;SULAWESI BARAT;PASANGKAYU;PEDONGGA;BATU OGE;0;OKTOBER
103;SULAWESI BARAT;PASANGKAYU;PEDONGGA;MARTASARI;0;OKTOBER
104;SULAWESI BARAT;PASANGKAYU;SARJO;SARJO;0;OKTOBER
105;SULAWESI BARAT;PASANGKAYU;SARJO;MAPONU;3;OKTOBER
106;SULAWESI BARAT;PASANGKAYU;SARJO;LETAWA;0;OKTOBER
107;SULAWESI BARAT;PASANGKAYU;SARJO;SARUDE;0;OKTOBER
108;SULAWESI BARAT;PASANGKAYU;SARUDU;DODA;0;OKTOBER
109;SULAWESI BARAT;PASANGKAYU;SARUDU;SARUDU;0;OKTOBER
110;SULAWESI BARAT;PASANGKAYU;SARUDU;BULU MARIO;11;OKTOBER
111;SULAWESI BARAT;PASANGKAYU;SARUDU;KUMASARI;10;OKTOBER
112;SULAWESI BARAT;PASANGKAYU;SARUDU;PATIKA;0;OKTOBER
113;SULAWESI BARAT;PASANGKAYU;TIKKE RAYA;MAKMUR JAYA;0;OKTOBER
114;SULAWESI BARAT;PASANGKAYU;TIKKE RAYA;LARIANG;16;OKTOBER
115;SULAWESI BARAT;PASANGKAYU;TIKKE RAYA;TIKKE;0;OKTOBER
116;SULAWESI BARAT;PASANGKAYU;TIKKE RAYA;PAJALELE;0;OKTOBER
117;SULAWESI BARAT;PASANGKAYU;TIKKE RAYA;JENGENG RAYA;10;OKTOBER
118;SULAWESI BARAT;MAJENE;BANGGAE;BANGGAE;5;OKTOBER
119;SULAWESI BARAT;MAJENE;BANGGAE;BARU;37;OKTOBER
120;SULAWESI BARAT;MAJENE;BANGGAE;PANGALI ALI;59;OKTOBER
121;SULAWESI BARAT;MAJENE;BANGGAE;TOTOLI;65;OKTOBER
122;SULAWESI BARAT;MAJENE;BANGGAE;RANGAS;34;OKTOBER
123;SULAWESI BARAT;MAJENE;BANGGAE;GALUNG;0;OKTOBER
124;SULAWESI BARAT;MAJENE;BANGGAE;PALIPI SOREANG;16;OKTOBER
125;SULAWESI BARAT;MAJENE;BANGGAE;PAMBOBORANG;19;OKTOBER
126;SULAWESI BARAT;MAJENE;BANGGAE TIMUR;BAURUNG;24;OKTOBER
127;SULAWESI BARAT;MAJENE;BANGGAE TIMUR;BARUGA;11;OKTOBER
128;SULAWESI BARAT;MAJENE;BANGGAE TIMUR;BARUGA DHUA;32;OKTOBER
129;SULAWESI BARAT;MAJENE;BANGGAE TIMUR;LABUANG;14;OKTOBER
130;SULAWESI BARAT;MAJENE;BANGGAE TIMUR;TANDE;7;OKTOBER
131;SULAWESI BARAT;MAJENE;BANGGAE TIMUR;LEMBANG;41;OKTOBER
132;SULAWESI BARAT;MAJENE;BANGGAE TIMUR;LABUANG UTARA;13;OKTOBER
133;SULAWESI BARAT;MAJENE;BANGGAE TIMUR;TANDE TIMUR;6;OKTOBER
134;SULAWESI BARAT;MAJENE;BANGGAE TIMUR;BUTTU BARUGA;17;OKTOBER
135;SULAWESI BARAT;MAJENE;MALUNDA;MALUNDA;33;OKTOBER
136;SULAWESI BARAT;MAJENE;MALUNDA;LAMUNGANG BATU;9;OKTOBER
137;SULAWESI BARAT;MAJENE;MALUNDA;BAMBANGAN;22;OKTOBER
138;SULAWESI BARAT;MAJENE;MALUNDA;LOMBANG;16;OKTOBER
139;SULAWESI BARAT;MAJENE;MALUNDA;LOMBONG;20;OKTOBER
140;SULAWESI BARAT;MAJENE;MALUNDA;MEKKATTA;29;OKTOBER
141;SULAWESI BARAT;MAJENE;MALUNDA;MALIAYA;2;OKTOBER
142;SULAWESI BARAT;MAJENE;MALUNDA;LOMBANG TIMUR;3;OKTOBER
143;SULAWESI BARAT;MAJENE;MALUNDA;SALUTAHONGAN;0;OKTOBER
144;SULAWESI BARAT;MAJENE;MALUNDA;LOMBONG TIMUR;35;OKTOBER
145;SULAWESI BARAT;MAJENE;MALUNDA;MEKKATTA SELATAN;0;OKTOBER
146;SULAWESI BARAT;MAJENE;MALUNDA;KAYUANGIN;22;OKTOBER
147;SULAWESI BARAT;MAJENE;PAMBOANG;LALAMPANUA;10;OKTOBER
148;SULAWESI BARAT;MAJENE;PAMBOANG;SIRINDU;14;OKTOBER
149;SULAWESI BARAT;MAJENE;PAMBOANG;ADOLANG;16;OKTOBER
150;SULAWESI BARAT;MAJENE;PAMBOANG;BABABULO;42;OKTOBER
151;SULAWESI BARAT;MAJENE;PAMBOANG;BONDE;46;OKTOBER
152;SULAWESI BARAT;MAJENE;PAMBOANG;BETTENG;29;OKTOBER
153;SULAWESI BARAT;MAJENE;PAMBOANG;SIMBANG;11;OKTOBER
154;SULAWESI BARAT;MAJENE;PAMBOANG;BONDE UTARA;68;OKTOBER
155;SULAWESI BARAT;MAJENE;PAMBOANG;BABABULO UTARA;14;OKTOBER
156;SULAWESI BARAT;MAJENE;PAMBOANG;BUTTU PAMBOANG;17;OKTOBER
157;SULAWESI BARAT;MAJENE;PAMBOANG;BANUA ADOLANG;30;OKTOBER
158;SULAWESI BARAT;MAJENE;PAMBOANG;ADOLANG DHUA;22;OKTOBER
159;SULAWESI BARAT;MAJENE;PAMBOANG;TINAMBUNG;38;OKTOBER
160;SULAWESI BARAT;MAJENE;PAMBOANG;PESULOANG;16;OKTOBER
161;SULAWESI BARAT;MAJENE;PAMBOANG;BALOMBONG;0;OKTOBER
162;SULAWESI BARAT;MAJENE;SENDANA;MOSSO;40;OKTOBER
163;SULAWESI BARAT;MAJENE;SENDANA;MOSSO DHUA;24;OKTOBER
164;SULAWESI BARAT;MAJENE;SENDANA;TOTOLISI SENDANA;14;OKTOBER
165;SULAWESI BARAT;MAJENE;SENDANA;TALLUBANUA;54;OKTOBER
166;SULAWESI BARAT;MAJENE;SENDANA;LALATEDZONG;18;OKTOBER
167;SULAWESI BARAT;MAJENE;SENDANA;BINANGA;0;OKTOBER
168;SULAWESI BARAT;MAJENE;SENDANA;PUTTADA;11;OKTOBER
169;SULAWESI BARAT;MAJENE;SENDANA;PAMINGGALAN;13;OKTOBER
170;SULAWESI BARAT;MAJENE;SENDANA;LEPPANGANG;7;OKTOBER
171;SULAWESI BARAT;MAJENE;SENDANA;PUNDAU;12;OKTOBER
172;SULAWESI BARAT;MAJENE;SENDANA;SENDANA;3;OKTOBER
173;SULAWESI BARAT;MAJENE;SENDANA;BANUA SENDANA;41;OKTOBER
174;SULAWESI BARAT;MAJENE;SENDANA;TALLUBANUA UTARA;10;OKTOBER
175;SULAWESI BARAT;MAJENE;SENDANA;LIMBORO RAMBU-RAMBU;21;OKTOBER
176;SULAWESI BARAT;MAJENE;SENDANA;LIMBUA;7;OKTOBER
177;SULAWESI BARAT;MAJENE;SENDANA;BUKIT SAMANG;20;OKTOBER
178;SULAWESI BARAT;MAJENE;TAMMERODO SENDANA;SEPPONG;53;OKTOBER
179;SULAWESI BARAT;MAJENE;TAMMERODO SENDANA;TAMMERODO;62;OKTOBER
180;SULAWESI BARAT;MAJENE;TAMMERODO SENDANA;ULIDANG;51;OKTOBER
181;SULAWESI BARAT;MAJENE;TAMMERODO SENDANA;TALLAMBALAO;41;OKTOBER
182;SULAWESI BARAT;MAJENE;TAMMERODO SENDANA;TAMMERODO UTARA;63;OKTOBER
183;SULAWESI BARAT;MAJENE;TAMMERODO SENDANA;MANYAMBA;15;OKTOBER
184;SULAWESI BARAT;MAJENE;TAMMERODO SENDANA;AWO;72;OKTOBER
185;SULAWESI BARAT;MAJENE;TUBO SENDANA;ONANG;11;OKTOBER
186;SULAWESI BARAT;MAJENE;TUBO SENDANA;TUBO;4;OKTOBER
187;SULAWESI BARAT;MAJENE;TUBO SENDANA;ONANG UTARA;24;OKTOBER
188;SULAWESI BARAT;MAJENE;TUBO SENDANA;TUBO SELATAN;11;OKTOBER
189;SULAWESI BARAT;MAJENE;TUBO SENDANA;BONDE BONDE;9;OKTOBER
190;SULAWESI BARAT;MAJENE;TUBO SENDANA;TUBO TENGAH;15;OKTOBER
191;SULAWESI BARAT;MAJENE;TUBO SENDANA;TUBO POANG;12;OKTOBER
192;SULAWESI BARAT;MAJENE;ULUMANDA;KABIRAAN;4;OKTOBER
193;SULAWESI BARAT;MAJENE;ULUMANDA;SAMBABO;4;OKTOBER
194;SULAWESI BARAT;MAJENE;ULUMANDA;TANDEALLO;0;OKTOBER
195;SULAWESI BARAT;MAJENE;ULUMANDA;ULUMANDA;9;OKTOBER
196;SULAWESI BARAT;MAJENE;ULUMANDA;SALUTAMBUNG;8;OKTOBER
197;SULAWESI BARAT;MAJENE;ULUMANDA;POPENGA;0;OKTOBER
198;SULAWESI BARAT;MAJENE;ULUMANDA;SULAI;5;OKTOBER
199;SULAWESI BARAT;MAJENE;ULUMANDA;PANGGALO;3;OKTOBER
200;SULAWESI BARAT;MAMASA;ARALLE;ARALLE;0;OKTOBER
201;SULAWESI BARAT;MAMASA;ARALLE;RALLE ANAK;0;OKTOBER
202;SULAWESI BARAT;MAMASA;ARALLE;PANETEAN;0;OKTOBER
203;SULAWESI BARAT;MAMASA;ARALLE;UHAILANU;0;OKTOBER
204;SULAWESI BARAT;MAMASA;ARALLE;ARALLE UTARA;0;OKTOBER
205;SULAWESI BARAT;MAMASA;ARALLE;UHAIDAHO;0;OKTOBER
206;SULAWESI BARAT;MAMASA;ARALLE;BARURU;0;OKTOBER
207;SULAWESI BARAT;MAMASA;ARALLE;RALLEANAK UTARA;0;OKTOBER
208;SULAWESI BARAT;MAMASA;ARALLE;PAMOSEANG PANGGA;0;OKTOBER
209;SULAWESI BARAT;MAMASA;ARALLE;KALABE;0;OKTOBER
210;SULAWESI BARAT;MAMASA;ARALLE;ARALLE SELATAN;0;OKTOBER
211;SULAWESI BARAT;MAMASA;ARALLE;HAHANGAN;0;OKTOBER
212;SULAWESI BARAT;MAMASA;BALLA;BALLA;5;OKTOBER
213;SULAWESI BARAT;MAMASA;BALLA;BALLA BARAT;2;OKTOBER
214;SULAWESI BARAT;MAMASA;BALLA;BALLA SATANETEAN;5;OKTOBER
215;SULAWESI BARAT;MAMASA;BALLA;BALLA TUMUKA;0;OKTOBER
216;SULAWESI BARAT;MAMASA;BALLA;SEPAKUAN;2;OKTOBER
217;SULAWESI BARAT;MAMASA;BALLA;PIDARA;2;OKTOBER
218;SULAWESI BARAT;MAMASA;BALLA;BAMBAPUANG;0;OKTOBER
219;SULAWESI BARAT;MAMASA;BALLA;BALLA TIMUR;0;OKTOBER
220;SULAWESI BARAT;MAMASA;BAMBANG;MOKALLANG;2;OKTOBER
221;SULAWESI BARAT;MAMASA;BAMBANG;MASOSO;0;OKTOBER
222;SULAWESI BARAT;MAMASA;BAMBANG;SALUASSING;5;OKTOBER
223;SULAWESI BARAT;MAMASA;BAMBANG;SALUBULO;0;OKTOBER
224;SULAWESI BARAT;MAMASA;BAMBANG;SALUKADI;5;OKTOBER
225;SULAWESI BARAT;MAMASA;BAMBANG;SALUKEPOPOK;3;OKTOBER
226;SULAWESI BARAT;MAMASA;BAMBANG;ULUMAMBI BARAT;0;OKTOBER
227;SULAWESI BARAT;MAMASA;BAMBANG;LIMBADEBATA;2;OKTOBER
228;SULAWESI BARAT;MAMASA;BAMBANG;TANETE TOMBA;2;OKTOBER
229;SULAWESI BARAT;MAMASA;BAMBANG;BAMBANG;0;OKTOBER
230;SULAWESI BARAT;MAMASA;BAMBANG;RANTELEMO;3;OKTOBER
231;SULAWESI BARAT;MAMASA;BAMBANG;SALUDENGEN;2;OKTOBER
232;SULAWESI BARAT;MAMASA;BAMBANG;ULUMAMBI;0;OKTOBER
233;SULAWESI BARAT;MAMASA;BAMBANG;BAMBANG TIMUR;0;OKTOBER
